review_id,word_count,positive_words,negative_words,exclamation_marks,question_marks,capital_ratio,rating,sentiment
478,185,0,11,1,1,0.23111900982025083,3.0,Negative
479,29,13,6,2,2,0.1971309744555667,5.0,Positive
480,139,15,18,1,0,0.05004131761367375,3.0,Negative
481,145,12,14,2,2,0.15569756861121356,3.0,Negative
482,75,14,19,2,2,0.022734392216201337,,Neutral
483,125,14,6,2,0,0.04479675003963061,3.0,Positive
484,180,5,13,4,2,0.031373179891547254,5.0,Negative
485,91,6,12,1,1,0.028507345559407458,2.0,Negative
486,129,16,13,4,1,0.04390545428196028,3.0,Positive
487,53,10,19,3,1,0.26713245724431606,2.0,Negative
488,139,5,11,3,2,0.20642289561283553,1.0,Negative
489,121,16,6,1,1,0.20264821948640332,1.0,Positive
490,43,16,1,1,2,0.2687659191613381,5.0,Positive
491,15,9,15,0,1,0.20934078186929939,5.0,Neutral
492,56,8,17,0,1,0.1826637385196158,4.0,Negative
493,60,2,0,4,1,0.223590074349791,3.0,Neutral
494,30,12,0,0,0,0.2093555253809626,,Positive
495,119,13,14,3,2,0.18025093113681392,3.0,Neutral
496,89,2,9,0,2,0.03229416474118286,2.0,Negative
497,198,0,12,3,2,0.02105778134488215,4.0,Negative
498,75,7,2,4,1,0.04946540438920057,4.0,Positive
499,25,7,4,2,1,0.1863906401683892,2.0,Neutral
500,169,2,16,3,0,0.15657347947376135,1.0,Negative
501,47,12,7,4,1,0.16397081977526473,4.0,Positive
502,25,5,1,1,1,0.11568001736945252,2.0,Neutral
503,192,2,6,3,1,0.2468757810537337,5.0,Neutral
504,145,3,11,3,2,0.2226497005876322,2.0,Negative
505,120,12,5,1,1,0.015437784326904635,1.0,Neutral
506,36,11,19,2,1,0.060086035401742385,3.0,Negative
507,13,12,1,0,2,0.1637183658829418,2.0,Positive
508,190,2,6,3,1,0.05738690251217727,2.0,Negative
509,169,5,5,0,1,0.042343255039060924,4.0,Positive
510,94,11,0,0,0,0.0028589559178746615,3.0,Positive
511,23,8,16,3,1,0.2948867958502193,5.0,Negative
512,123,0,5,3,2,0.0693999600386817,3.0,Negative
513,124,19,3,3,1,0.12673200419510294,3.0,Positive
514,78,16,9,4,0,0.1880802494014904,3.0,Positive
515,103,4,18,1,1,0.07386982413012462,2.0,Negative
516,94,19,5,0,2,0.2441875283337986,2.0,Positive
517,33,10,1,3,2,0.17775531169102243,2.0,Positive
518,96,17,7,2,1,0.2054362218030806,3.0,Positive
519,41,6,5,4,2,0.04610312497319889,2.0,Negative
520,67,6,8,3,2,0.21678278034418433,2.0,Negative
521,193,7,14,1,1,0.015891901878955738,3.0,Negative
522,29,6,18,4,1,0.09628371702128938,5.0,Negative
523,139,10,14,0,0,0.129164708402375,2.0,Negative
524,82,15,3,0,2,0.028537561914589324,4.0,Positive
525,54,17,8,0,0,0.16776729030039544,4.0,Positive
526,24,12,17,3,2,0.10228165835151853,4.0,Negative
527,139,7,12,4,2,0.040585564172053765,3.0,Negative
528,184,12,10,1,1,0.08563970412064074,5.0,Positive
529,94,8,2,1,2,0.17407359475212683,5.0,Positive
530,82,7,2,1,1,0.06759478551850769,2.0,Neutral
531,50,14,17,4,2,0.14108110553773492,5.0,Positive
532,100,18,19,4,1,0.20712501836763872,3.0,Neutral
533,175,18,6,2,2,0.18340177196606258,2.0,Positive
534,61,9,16,0,0,0.22922211921138363,3.0,Negative
535,130,2,12,1,2,0.20759192491254946,4.0,Negative
536,59,9,13,1,0,0.1453152788126825,3.0,Negative
537,29,11,11,4,0,0.15590541400894362,4.0,Positive
538,95,7,7,1,1,0.07941403983114485,1.0,Negative
539,26,11,18,2,1,0.2796090974317812,3.0,Negative
540,71,11,0,1,1,0.27057767410974576,4.0,Positive
541,59,6,17,4,2,0.2449244186529199,5.0,Negative
542,75,13,13,1,2,0.04471232406658948,2.0,Negative
543,72,1,17,1,0,0.23169331771772236,1.0,Negative
544,88,3,19,0,2,0.2782557904392633,4.0,Negative
545,122,19,4,2,2,0.2729427484163413,2.0,Positive
546,146,15,8,3,2,0.27151700463703754,1.0,Neutral
547,170,14,13,1,0,0.2021830562331197,4.0,Positive
548,182,18,4,3,1,0.07506562562712239,3.0,Positive
549,170,10,2,2,0,0.17566660021325683,5.0,Positive
550,141,1,16,3,2,0.08514661759261623,5.0,Negative
551,132,8,15,0,0,0.2402399535466009,3.0,Negative
552,146,5,6,2,0,0.051650187388499955,5.0,Positive
553,102,15,15,1,1,0.06491895715263271,1.0,Negative
554,113,8,13,4,1,0.07952761119257536,4.0,Negative
555,128,18,11,4,1,0.1782873647577376,5.0,Positive
556,83,0,0,3,2,0.17639210791285734,1.0,Negative
557,130,9,18,3,0,0.1647882975699419,4.0,Negative
558,160,14,12,2,2,0.043589198666609416,5.0,Positive
559,116,17,2,0,1,0.13903053947736912,1.0,Positive
560,136,18,5,3,2,0.2785406171535831,2.0,Positive
561,10,5,1,1,0,0.28146944810477725,2.0,Neutral
562,121,9,16,4,2,0.14413882895974262,3.0,Negative
563,153,16,3,1,0,0.07872064097182174,4.0,Positive
564,79,17,9,1,2,0.2978021595115931,4.0,Positive
565,156,16,2,1,2,0.0659881296347238,3.0,Positive
566,171,4,11,4,1,0.2522811449257336,1.0,Negative
567,122,9,1,1,2,0.08840322970987037,5.0,Positive
568,90,1,6,2,0,0.272973415995164,3.0,Negative
569,69,17,10,1,2,0.03568153815756398,1.0,Neutral
570,72,19,3,2,0,0.09488704772471157,4.0,Positive
571,197,19,14,2,0,0.19289524066906202,4.0,Positive
572,58,9,0,3,2,0.028402223877422215,5.0,Positive
573,84,16,19,3,0,0.11751790127427231,4.0,Neutral
574,102,16,18,1,2,0.11810391452934366,3.0,Negative
575,69,17,0,3,2,0.15336591048634068,,Positive
576,37,19,5,3,0,0.0010928433065651056,2.0,Positive
577,86,2,9,3,2,0.19538222678223066,3.0,Negative
578,141,0,13,2,1,0.12280508330712642,4.0,Negative
579,189,7,14,2,1,0.07262937985700434,2.0,Negative
580,89,16,17,3,0,0.06187674209329876,3.0,Neutral
581,63,2,6,0,1,0.23250999849661938,1.0,Negative
582,171,2,9,3,0,0.08589190092834977,4.0,Negative
583,25,17,6,2,1,0.20318890264630926,5.0,Positive
584,93,16,1,0,0,0.002947005430110516,1.0,Positive
585,111,12,9,1,2,0.29108914805082314,,Neutral
586,44,19,1,0,1,0.024116489675577935,5.0,Positive
587,45,14,9,0,2,0.12135876067243524,5.0,Positive
588,90,17,16,1,0,0.2002877127363103,1.0,Negative
589,174,10,2,0,1,0.18727810440040074,3.0,Positive
590,96,9,6,2,2,0.26775106543410787,5.0,Positive
591,183,8,17,2,0,0.290915106561515,3.0,Negative
592,191,18,14,1,1,0.21592652261221532,5.0,Positive
593,44,7,6,1,2,0.19163230090007988,5.0,Positive
594,192,15,2,4,2,0.029505765011057415,3.0,Positive
595,143,7,0,0,0,0.13218935479400898,1.0,Neutral
596,74,16,13,1,0,0.05609704307462466,2.0,Neutral
597,136,5,18,3,2,0.1138889865553912,4.0,Negative
598,113,14,8,4,2,0.042409360554383733,4.0,Positive
599,12,2,19,0,2,0.23560664723177788,3.0,Negative
600,54,19,19,2,0,0.15394173711931075,5.0,Positive
601,188,0,3,4,2,0.03317044967961652,3.0,Negative
602,88,4,3,3,2,0.15624198777554185,1.0,Negative
603,107,17,2,2,0,0.09882057928262956,4.0,Positive
604,34,5,13,2,2,0.15040706604103812,2.0,Negative
605,90,13,15,4,0,0.07705742880779345,5.0,Positive
606,64,12,5,4,0,0.22691416882741675,2.0,Positive
607,75,5,6,0,0,0.0024381667280929495,3.0,Neutral
608,15,0,16,2,2,0.04206677254403298,3.0,Negative
609,160,18,15,4,2,0.1714033271509033,3.0,Positive
610,59,14,17,1,2,0.19448632532510549,3.0,Negative
611,86,10,9,1,2,0.012480659481402877,4.0,Positive
612,106,18,7,4,1,0.19988833004084733,2.0,Positive
613,147,11,13,4,1,0.06046340878970234,3.0,Negative
614,44,0,8,0,1,0.04425426881779817,2.0,Negative
615,95,15,19,4,2,0.0060355530461812185,3.0,Negative
616,86,14,15,1,1,0.14751932323605713,4.0,Neutral
617,79,18,7,4,1,0.22570665668445386,1.0,Positive
618,114,3,9,4,1,0.17864121796644153,2.0,Negative
619,149,4,19,2,1,0.259731861879571,4.0,Negative
620,96,15,13,2,2,0.1602353421459483,2.0,Neutral
621,186,17,1,4,2,0.0026953526620118293,3.0,Positive
622,116,11,7,1,1,0.2564183606365787,5.0,Positive
623,56,5,7,3,2,0.2756401177090398,5.0,Positive
624,102,0,6,3,0,0.26198453637341235,1.0,Negative
625,104,9,14,4,2,0.05704940040885467,1.0,Negative
626,11,10,13,4,1,0.297164182337602,4.0,Neutral
627,155,0,10,2,2,0.2883929302713424,5.0,Negative
628,33,15,8,2,1,0.2569128519692341,5.0,Positive
629,23,3,1,3,2,0.17439590261248047,5.0,Positive
630,47,8,0,2,2,0.05944404461798431,2.0,Positive
631,50,18,9,0,0,0.05811431884646795,5.0,Positive
632,43,19,13,4,1,0.15564710026964973,3.0,Positive
633,77,10,19,2,1,0.2677620112478584,5.0,Negative
634,81,11,5,1,2,0.11486605845654245,2.0,Positive
635,175,4,18,3,0,0.14819956897290654,3.0,Negative
636,100,13,6,2,1,0.12575860551751405,5.0,Positive
637,39,15,12,2,1,0.2214965892165121,4.0,Positive
638,76,11,17,1,2,0.029699235025614522,3.0,Negative
639,48,6,10,2,1,0.21603140136582724,2.0,Negative
640,166,19,2,1,0,0.2356087994113447,2.0,Positive
641,51,13,17,0,2,0.21454829158888777,1.0,Negative
642,186,17,6,0,2,0.20311706451354036,1.0,Positive
643,97,6,18,0,2,0.11710135020310625,5.0,Negative
644,101,4,9,2,1,0.14507506518733124,5.0,Neutral
645,104,5,6,0,1,0.06355253587826407,2.0,Negative
646,28,9,1,3,1,0.2076664642807356,5.0,Positive
647,166,19,13,2,2,0.06271511981037074,5.0,Positive
648,42,1,13,4,0,0.16739050262855593,4.0,Negative
649,48,0,2,4,0,0.2240839355982685,1.0,Negative
650,174,16,8,0,0,0.05533800176433753,1.0,Neutral
651,150,8,19,3,2,0.08125900935201992,3.0,Negative
652,154,12,14,0,1,0.1317182130543179,3.0,Negative
653,145,8,5,1,1,0.1941455878816719,1.0,Negative
654,54,11,11,2,1,0.0969692712471598,5.0,Positive
655,44,13,13,4,0,0.053348044985405706,2.0,Negative
656,154,14,15,3,1,0.04667575884566073,5.0,Positive
657,28,7,7,3,2,0.0788223968744412,,Negative
658,59,11,9,2,0,0.12138270492490111,5.0,Positive
659,86,11,3,0,2,0.027883540401038097,1.0,Neutral
660,159,0,2,0,2,0.28564408641191624,2.0,Negative
661,93,13,2,0,0,0.2996918383410721,1.0,Positive
662,173,17,6,4,1,0.2613691398416254,4.0,Positive
663,40,3,2,1,0,0.24822722394813032,1.0,Negative
664,27,7,9,3,0,0.128738582833908,1.0,Negative
665,157,7,19,1,0,0.10111905029113447,1.0,Negative
666,199,3,4,2,0,0.12985792065518478,1.0,Negative
667,43,7,13,1,0,0.00566518536809042,3.0,Negative
668,31,1,9,3,0,0.047924059781924884,4.0,Negative
669,131,16,8,0,2,0.16392855248155672,5.0,Positive
670,187,11,5,0,1,0.27813731380434464,,Positive
671,81,19,2,4,1,0.2781921243359375,1.0,Positive
672,159,12,10,4,2,0.21431903186464296,5.0,Positive
673,140,8,2,4,0,0.1454696082759115,5.0,Positive
674,182,18,5,3,1,0.08028266248412529,4.0,Positive
675,139,14,15,4,1,0.12420840442505304,4.0,Neutral
676,163,18,5,4,2,0.2954772070103142,1.0,Positive
677,196,13,6,1,0,0.25716387384150113,2.0,Positive
678,10,4,8,1,1,0.14535261501450616,5.0,Neutral
679,134,6,10,1,1,0.25607185994460857,5.0,Neutral
680,62,11,12,4,1,0.22425565377409232,1.0,Negative
681,194,19,13,4,1,0.12106116470186534,5.0,Positive
682,89,19,2,2,0,0.1482257253235078,1.0,Positive
683,52,3,5,4,0,0.13906020806252595,2.0,Negative
684,155,0,13,4,1,0.004354074967122889,3.0,Negative
685,176,6,9,4,2,0.09640708840405605,4.0,Neutral
686,40,2,13,1,0,0.011628474988177562,2.0,Negative
687,55,9,15,4,1,0.26547532492533366,2.0,Negative
688,10,11,11,1,0,0.17596361016689585,2.0,Negative
689,183,7,16,1,1,0.12122160333473654,5.0,Negative
690,138,14,10,3,1,0.029894018064550554,1.0,Negative
691,65,8,4,4,0,0.012197338870400575,5.0,Positive
692,55,5,10,1,2,0.07685066388307298,3.0,Negative
693,97,15,18,1,1,0.11874215109993588,5.0,Positive
694,192,6,18,1,1,0.17963714225514563,1.0,Negative
695,65,14,15,4,0,0.10561342655770103,2.0,Negative
696,87,6,7,2,2,0.14436256337745415,5.0,Positive
697,32,7,7,4,0,0.20397390463640283,4.0,Positive
698,57,13,18,4,1,0.01311565086154921,1.0,Negative
699,199,15,4,2,0,0.15745347364637702,2.0,Positive
700,145,15,13,4,1,0.08543621094978743,3.0,Neutral
701,75,0,17,3,2,0.23460946488978046,5.0,Negative
702,14,4,3,3,1,0.09687573644007937,3.0,Neutral
703,47,1,3,4,2,0.050941633449254474,1.0,Negative
704,106,11,6,3,1,0.23682593033885768,5.0,Positive
705,141,19,11,1,0,0.23063588847786645,4.0,Positive
706,176,9,12,0,2,0.13917857420851096,3.0,Negative
707,17,1,11,4,1,0.055278328506509655,4.0,Negative
708,102,13,13,2,0,0.14188804813914788,4.0,Positive
709,102,9,9,1,1,0.13255643072602327,4.0,Positive
710,46,6,11,2,0,0.044127782826417106,5.0,Neutral
711,175,14,7,2,0,0.10887944801123367,1.0,Neutral
712,129,4,4,0,2,0.24437934275992182,,Positive
713,120,6,10,3,0,0.1509082959877949,2.0,Negative
714,197,13,15,2,1,0.03882377942975671,1.0,Negative
715,149,4,7,4,2,0.2653601639245702,5.0,Positive
716,113,12,12,4,0,0.223203740091959,2.0,Negative
717,121,1,2,1,2,0.1629579379107453,5.0,Positive
718,68,2,8,1,2,0.08022269554305715,2.0,Negative
719,120,15,7,2,1,0.029024691370145992,4.0,Positive
720,28,19,9,0,1,0.22145247699328646,5.0,Positive
721,76,9,14,3,1,0.18818762988565899,3.0,Negative
722,177,7,13,0,0,0.2458938308406279,1.0,Negative
723,32,5,18,0,0,0.20673010145341827,3.0,Negative
724,153,9,17,1,1,0.046360673347525694,2.0,Negative
725,165,0,17,3,0,0.13573629769773934,3.0,Negative
726,59,13,7,2,1,0.09362511081614264,4.0,Positive
727,149,18,8,0,0,0.2596365492222288,5.0,Positive
728,53,16,7,2,2,0.08210540800249597,1.0,Positive
729,124,13,7,1,2,0.14860031940045754,1.0,Neutral
730,27,3,3,2,1,0.164504910810863,4.0,Positive
731,69,11,12,4,1,0.18760822685898407,2.0,Negative
732,177,17,2,3,1,0.1905753072364004,3.0,Positive
733,96,15,15,0,1,0.19369078485675567,3.0,Neutral
734,152,10,18,1,0,0.10661363007335142,4.0,Negative
735,191,18,16,2,0,0.15172655700523652,1.0,Negative
736,136,9,12,1,0,0.01752986558761258,1.0,Negative
737,72,10,11,4,1,0.15823989469861377,4.0,Neutral
738,132,16,7,1,0,0.1866222652448937,3.0,Positive
739,192,5,8,3,2,0.2233134361555602,3.0,Negative
740,177,10,19,3,2,0.044191204583734024,4.0,Negative
741,147,0,14,3,1,0.1859666194881893,5.0,Negative
742,64,12,3,4,0,0.09821263475367938,5.0,Positive
743,105,15,15,3,0,0.12114390572422346,1.0,Negative
744,18,10,12,4,0,0.14244705302481092,4.0,Neutral
745,82,3,5,0,2,0.038680444299092384,2.0,Negative
746,118,2,7,4,2,0.07200025967854816,1.0,Negative
747,70,15,14,2,2,0.018953858009757373,3.0,Neutral
748,68,4,19,3,1,0.2922552082127486,1.0,Negative
749,95,2,1,1,0,0.05722980402982024,1.0,Negative
750,75,1,0,4,1,0.19012120228359775,1.0,Negative
751,72,17,9,0,1,0.03465373770788238,2.0,Positive
752,54,15,8,2,0,0.20908563379108097,4.0,Positive
753,131,3,7,0,0,0.26249776470098096,4.0,Neutral
754,42,18,13,0,1,0.14258208648685228,1.0,Neutral
755,84,9,0,2,1,0.20594300329313478,5.0,Positive
756,35,6,9,3,0,0.19819792003042044,5.0,Positive
757,167,5,3,1,1,0.19613228706912503,5.0,Positive
758,25,7,17,2,1,0.031766796014305376,1.0,Negative
759,193,11,8,3,2,0.24501384860419198,1.0,Negative
760,147,6,10,3,1,0.17581356807298767,4.0,Neutral
761,195,10,13,4,2,0.06807259032305568,2.0,Negative
762,142,4,18,3,2,0.13196011353656426,3.0,Negative
763,166,14,8,2,1,0.21751761556716462,4.0,Positive
764,48,14,4,3,2,0.1927431967989163,1.0,Positive
765,137,1,17,4,2,0.045786529193755275,1.0,Negative
766,121,3,19,4,2,0.18024939258072023,5.0,Negative
767,153,1,2,1,2,0.15256635420876147,1.0,Negative
768,137,2,3,2,1,0.19620696842003704,1.0,Negative
769,50,9,14,2,1,0.23532573958447478,5.0,Neutral
770,121,1,6,1,2,0.09870595063830856,3.0,Negative
771,53,15,2,2,1,0.12267719229060836,1.0,Positive
772,46,7,11,0,1,0.17831191724728773,5.0,Neutral
773,18,4,9,4,0,0.23464044892473587,5.0,Neutral
774,43,4,1,0,0,0.18507233270733178,2.0,Neutral
775,91,19,11,3,2,0.004426854167449923,1.0,Neutral
776,28,9,5,1,0,0.29730176468814246,3.0,Positive
777,59,2,3,0,0,0.008537819705453819,3.0,Neutral
778,90,15,1,3,0,0.260481023943365,4.0,Positive
779,176,10,6,2,2,0.27170114780154975,1.0,Negative
780,94,16,13,2,1,0.06441959436999735,5.0,Positive
781,25,12,3,3,2,0.23257312142110143,5.0,Positive
782,171,0,2,3,1,0.14303148788841466,2.0,Negative
783,56,3,12,3,0,0.12526375441995322,5.0,Negative
784,93,5,17,3,2,0.044046255949729794,5.0,Negative
785,47,19,1,3,2,0.13808430479537367,4.0,Positive
786,76,2,10,1,2,0.19126056616324008,5.0,Negative
787,83,12,6,3,1,0.1494317488462399,2.0,Positive
788,169,18,3,2,0,0.06718085347357154,2.0,Positive
789,181,0,13,2,1,0.14609474063949987,4.0,Negative
790,133,12,14,1,1,0.2619481304123268,3.0,Negative
791,23,1,10,3,2,0.24533871402576407,4.0,Negative
792,44,10,2,4,1,0.05753447201992366,1.0,Neutral
793,163,15,7,2,2,0.146794391864588,4.0,Positive
794,141,10,11,3,2,0.18114626791562552,3.0,Neutral
795,75,0,13,4,1,0.15960999085305827,4.0,Negative
796,138,8,4,4,2,0.19818186196639978,1.0,Negative
797,123,6,13,0,1,0.20529676166099675,3.0,Negative
798,139,17,11,4,2,0.12124632259589134,1.0,Neutral
799,63,0,2,4,1,0.07257802799388666,3.0,Negative
800,141,18,12,2,2,0.1326693193532144,3.0,Positive
